Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1962 [YR1962],1964 [YR1964],1966 [YR1966],1968 [YR1968],1970 [YR1970],1972 [YR1972],1974 [YR1974],1976 [YR1976],1978 [YR1978],1980 [YR1980],1982 [YR1982],1984 [YR1984],1986 [YR1986],1988 [YR1988],1990 [YR1990],1992 [YR1992],1994 [YR1994],1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2006 [YR2006],2008 [YR2008],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016]
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.0519098975133,73.4353308201368,86.1615495133979,52.1825516980849,54.9007620777181,69.7693841827188,69.1396147326763,94.6853995371613,118.914933058734,154.516273299419,221.231941787803,231.343693847179,213.616841365552,245.915327496274,209.414860843789,208.146678899064,190.488879935296,156.812380979725,143.402323772521,144.493017302487,136.46397080034,123.117536141087,128.336702810905,167.376462504995,198.352851736367,234.235532533654,252.358866309211,274.857842155366,282.193028464612
Burundi,BDI,Population growth (annual %),SP.POP.GROW,..,1.90576274398608,2.06580592736317,2.43011258923043,2.54074844792761,1.89070476249376,1.11710815210644,1.13930010021376,1.87353850645253,2.43019452178057,2.58421026730064,2.61878870120852,2.71004363888316,2.82066770726254,2.77699559455599,2.45479768049064,2.14480619909864,1.72543982605488,1.21301505587302,1.03081148576561,1.76722887197616,2.69973365880048,3.16997403759711,3.24609753918006,3.30118234557393,3.25619646076404,3.15978509519121,3.13675679189263,3.17701485540777
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,..,113.213395638629,117.846261682243,123.461682242991,129.942757009346,135.477803738318,139.005257009346,141.994859813084,146.840732087227,153.78753894081,161.888473520249,170.55011682243,179.949221183801,190.293808411215,201.273481308411,211.797468847352,221.400661993769,229.710436137072,235.985591900312,240.870872274143,248.398403426791,261.063785046729,277.713707165109,296.255841121495,316.43707165109,337.835124610592,360.046417445483,383.345054517134,408.411292834891
Burundi,BDI,"Population, total",SP.POP.TOTL,2797925,2907320,3026292,3170496,3336930,3479070,3569655,3646428,3770870,3949264,4157296,4379727,4621096,4886745,5168703,5438959,5685569,5898964,6060110,6185564,6378871,6704118,7131688,7607850,8126104,8675606,9245992,9844301,10488002
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,142246875.536716,140630758.594899,132019065.033419,190651207.999511,264308140.285149,306891107.262039,357160985.327413,406580652.330537,501979069.274683,521910560.524868,539227277.626411,620974660.230303,924318490.7598,1107891063.43863,1789333748.6799,1664310769.55229,1741809808.96442,1859898513.26858,1662998677.88425
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,501.13749449253,477.939256518055,431.237554822691,602.158496333097,811.398338220042,908.08812841442,1003.92954109172,1080.15656461598,1269.12057723296,1265.1978495826,1259.35306724402,1401.89107297649,2024.26638129338,2361.38010115423,3721.21999284574,3378.3234334576,3447.48310007387,3588.62558418407,3130.99875340636
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,..,2.32041258552054,3.12619413840708,3.5110923914634,3.4337915975027,1.94407863757656,0.193682906727439,-0.310366481293544,0.408062089357036,1.03619195524034,1.46176062666896,1.90974750147507,1.95069892871543,1.57416891936861,1.42439734445388,2.02447983454426,2.7164372975333,2.78872591782031,2.36510171623053,2.02391694182,1.81991603732516,1.65119564721033,1.4768442936825,1.31668220221895,1.20912058021831,1.22066926970069,1.27140570454365,1.26912353358353,1.21227381499617
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,..,52.1441687344913,55.3223325062035,59.2196029776675,63.5655086848635,66.6583126550868,67.4543424317618,67.054094292804,67.3312655086849,68.5315136476427,70.433746898263,73.0133995037221,75.9652605459057,78.5640198511166,80.829776674938,83.8593052109181,88.2786600496278,93.4017369727047,98.1471464019851,102.360545905707,106.247642679901,109.914392059553,113.304962779156,116.419602977667,119.316625310174,122.244168734491,125.369975186104,128.604466501241,131.796526054591
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,201770,210141,222949,238655,256169,268633,271841,270228,271345,276182,283848,294244,306140,316613,325744,337953,355763,376409,395533,412513,428178,442955,456619,469171,480846,492644,505241,518276,531140
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,..,660000008.571429,782857128.571429,914285714.285714,1065714248.57143,718401157.724163,505549441.375077,588443893.689773,..,..,..,..,..,..,..,..,..,2791435272.25765,3506695719.5716,3120425502.56967,3654031716.27649,4284028482.54971,5337833248.02828,7274595706.66355,10351914093.1626,11242275198.9706,14054443213.4731,16702610842.4106,20016747754.0153
